Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
38,01-05-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.6,17.16666667,73.33333333,149.6666667
38,01-07-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.15,20.28333333,61.33333333,150.3333333
38,01-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.45,20.51666667,75,114.6666667
38,19-01-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.75,18.18333333,120,197.6666667
38,21-01-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.78,17.32,96.5,216
38,28-01-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17.11666667,20.86666667,81.33333333,159.3333333
38,02-02-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.48333333,20.66666667,82.33333333,185.6666667
38,02-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.93333333,18.65,79,179.3333333
38,02-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.36666667,19.5,96.66666667,181.3333333
38,02-11-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.16666667,18.38333333,52.66666667,125.6666667
38,16-02-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.18333333,18.63333333,50.66666667,128.3333333
38,18-02-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.56666667,21.48333333,85,157
38,23-02-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.55,19.78333333,88.66666667,272.3333333
38,25-02-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.71666667,22.33333333,83,197.3333333
38,03-02-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.633333333,16.61666667,94.66666667,193.3333333
38,03-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.38333333,16.58333333,118.3333333,335.3333333
38,03-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.7,22.13333333,56,173.6666667
38,03-11-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.65,14.36666667,53.33333333,107.3333333
38,18-03-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.71666667,19.36666667,69.66666667,167.3333333
38,23-03-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.18333333,16.6,111,298.6666667
38,25-03-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.41666667,20.15,58,222.3333333
38,30-03-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15.35,20.5,67.66666667,279.3333333
38,04-01-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.316666667,17.31666667,88,253
38,04-06-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.15,16.68333333,61.66666667,214.3333333
38,04-08-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.65,18.25,42.66666667,128
38,13-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.55,16.88333333,39,174
38,15-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.3,18.08333333,48.66666667,144
38,20-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.3,18.96666667,43.33333333,271.6666667
38,22-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15.8,22.38333333,86.66666667,248
38,27-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.13333333,21.4,58.66666667,169.6666667
38,29-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.1,19.16666667,46.33333333,155.3333333
38,05-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.3,17.53333333,57,145.6666667
38,05-06-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.7,18.71666667,79.66666667,169.6666667
38,05-11-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.95,18.9,161.3333333,296.3333333
38,18-05-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.02,15.64,74.33333333,212.6666667
38,20-05-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.91666667,21.65,62.66666667,139.6666667
38,25-05-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.816666667,16.4,89.33333333,211.3333333
38,27-05-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.71666667,23.45,68.33333333,211.6666667
38,06-01-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.266666667,12.73333333,89.33333333,218.3333333
38,06-03-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.53333333,22.21666667,86,225
38,06-08-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.63333333,20.43333333,61,243.3333333
38,06-10-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.38333333,20.51666667,73.66666667,136.6666667
38,15-06-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.6,19.38333333,74,171
38,17-06-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.01666667,24.5,95,232.3333333
38,22-06-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.966666667,16.91666667,43.66666667,141.3333333
38,24-06-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.7,18.86666667,79,220
38,29-06-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.983333333,15.35,67,136.3333333
38,07-01-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.066666667,15.33333333,81,165.3333333
38,07-06-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.78333333,21.2,90.66666667,203.3333333
38,07-08-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.6,20.21666667,55,83.33333333
38,13-07-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.05,17.5,75,167.3333333
38,15-07-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.816666667,15.13333333,59.33333333,180.3333333
38,20-07-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.45,15.96666667,56.66666667,96
38,22-07-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.3,19.11666667,99.66666667,215.3333333
38,27-07-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.45,22.3,87.66666667,221.6666667
38,29-07-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.15,18.93333333,48.66666667,136.6666667
38,08-03-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.3,18.12,91.33333333,231
38,08-05-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.866666667,16.55,65.33333333,181.3333333
38,08-10-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.716666667,16.66666667,93.33333333,227
38,08-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.816666667,14.75,85.66666667,191.3333333
38,17-08-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.46666667,23.38333333,54.66666667,119
38,19-08-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.55,15.38333333,133.6666667,175
38,24-08-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.43333333,18.01666667,46.66666667,62.66666667
38,26-08-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.916666667,16.53333333,69,151.6666667
38,31-08-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.13333333,20.63333333,49.66666667,118.6666667
38,09-02-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.33333333,17.41666667,52.33333333,160
38,09-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.366666667,15.65,85.33333333,234.6666667
38,14-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.36666667,19.06666667,63,165
38,16-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.816666667,15.33333333,42.66666667,136
38,21-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.75,19.26666667,85.66666667,135.3333333
38,23-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.96666667,16.6,64.66666667,149.3333333
38,28-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.7,12.85,29.33333333,79
38,30-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.73333333,16.78333333,37,103
38,10-05-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.86,14.2,213.3333333,260
38,10-07-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.366666667,15.38333333,98.33333333,201.6666667
38,10-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.06666667,17.08333333,109,241
38,14-10-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.46666667,19.81666667,145,288.6666667
38,19-10-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.5,18,101.3333333,195.3333333
38,21-10-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.33333333,17.91666667,163.6666667,298.3333333
38,26-10-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.93333333,19.16666667,105.6666667,164.3333333
38,28-10-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.41666667,19.78333333,179.3333333,239.3333333
38,11-02-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.08333333,16.76666667,123.3333333,225.3333333
38,11-04-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.58333333,19.08333333,112.6666667,168.3333333
38,11-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.31666667,18.5,55,80
38,11-11-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.533333333,16.53333333,120.6666667,201
38,16-11-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.93333333,16.9,73.66666667,115.6666667
38,18-11-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.45,14.95,69.66666667,99.66666667
38,23-11-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.93333333,22.48333333,65,99.33333333
38,25-11-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.68333333,19.9,92.33333333,143.3333333
38,30-11-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.26666667,17.36666667,83.33333333,139.6666667
38,12-02-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.53333333,18.86666667,61.33333333,113
38,12-07-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.933333333,16.73333333,90.33333333,125.6666667
38,12-09-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.46666667,17.6,67.33333333,101.6666667
38,14-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.35,17.71666667,43,71.66666667
38,16-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.98333333,21.01666667,47,71.66666667
38,21-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.76666667,20.63333333,61,149
38,23-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.85,17.85,56.33333333,118.3333333
38,28-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.56666667,18.31666667,42.33333333,131.3333333
38,29-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.61666667,18.43333333,30.66666667,83
38,30-12-2010,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.46666667,15.73333333,79,137.6666667
71,01-04-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.73333333,18.66666667,124.3333333,226
71,01-07-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.41666667,17.03333333,94.33333333,242.6666667
71,01-11-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.15,20.3,50.66666667,96.33333333
71,18-01-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.96666667,21.71666667,145.3333333,261
71,21-01-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,8.783333333,15.36666667,131.6666667,340.6666667
71,25-01-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.43333333,23.05,73.33333333,179
71,28-01-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.95,17.83333333,110,229
71,02-01-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.76666667,18.91666667,128,230.3333333
71,02-04-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,15.65,22.33333333,138,269
71,02-08-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,9.133333333,13.56666667,126.6666667,253.3333333
71,02-11-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.78333333,19.41666667,92.33333333,223.3333333
71,15-02-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.9,23.01666667,92.66666667,176.6666667
71,18-02-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.51666667,23.36666667,100.3333333,205.3333333
71,22-02-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,8.816666667,14.13333333,87,179.6666667
71,25-02-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.01666667,18.05,94.33333333,208.6666667
71,03-01-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.21666667,17.75,79.33333333,175
71,03-04-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.73333333,22.76666667,95,200.3333333
71,03-08-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.25,19.56666667,93.33333333,196.6666667
71,03-11-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.05,16.8,77,149
71,15-03-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.3,19.3,78.33333333,199.3333333
71,18-03-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.1,16.91666667,101,209.6666667
71,22-03-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,9.483333333,16.75,93.33333333,219.3333333
71,25-03-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.13333333,21.01666667,73.33333333,197.3333333
71,29-03-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,12.63333333,17.83333333,62.33333333,148.3333333
71,04-01-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.05,18.85,72,135
71,04-05-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.38333333,20.93333333,63.66666667,131
71,04-08-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.31666667,17.46666667,50.66666667,96
71,04-12-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.18333333,19.16666667,58.66666667,138.6666667
71,15-04-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14.51666667,26.4,51,107
71,19-04-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.48333333,19.65,59.33333333,147
71,22-04-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,9.65,16.05,59.66666667,106.6666667
71,26-04-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.96666667,21.83333333,40.66666667,105.3333333
71,29-04-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.75,20,45.33333333,105.6666667
71,05-03-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.23333333,18.23333333,37.66666667,86.33333333
71,05-06-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.78333333,19,48,98.66666667
71,05-10-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.81666667,18.33333333,55.66666667,146.3333333
71,13-05-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.26666667,19.9,55.33333333,126.3333333
71,17-05-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.08333333,18.11666667,53,107.3333333
71,20-05-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.78333333,20.18333333,41.66666667,97
71,24-05-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,9.033333333,15.16666667,63.66666667,189
71,27-05-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.51666667,18.81666667,48,189
71,31-05-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14.68333333,25.35,96,214
71,06-03-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.45,23.53333333,60.33333333,169.3333333
71,06-07-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,13.51666667,23,72,139
71,06-10-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.65,18.3,82,104.3333333
71,14-06-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,14.98333333,26.53333333,79.33333333,156.3333333
71,17-06-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,11.68333333,20.5,53,118.3333333
71,21-06-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.78333333,17.25,57.66666667,100
71,24-06-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.85,19.08333333,48.33333333,197
71,28-06-2010,Tamil Nadu,Chennai,"Govt. High School, Manali, Chennai.",Tamilnadu State Pollution Control Board,Industrial Area,10.75,18.2,45.66666667,63.33333333
